Package[7927],3:4:39:47,-43.75,2.04,9.02,-0.27,13.030284,101.25201,,,,,,,
Package[7929],3:4:39:48,-43.75,2.31,9.3,-0.82,13.030284,101.25201,,,,,,,
Package[7931],3:4:39:49,-43.69,2.55,9.81,-1.18,13.030284,101.25201,,,,,,,
Package[7933],3:4:39:51,-43.5,2.67,9.85,-0.47,13.030757,101.25142,,,,,,,
Package[7935],3:4:39:52,-43.44,2.75,8.75,-0.86,13.030757,101.25142,,,,,,,
Package[7937],3:4:39:54,-43.38,3.1,9.69,-0.24,13.030757,101.25142,,,,,,,
Package[7939],3:4:39:55,-43.31,2.67,9.38,-1.18,13.030992,101.25099,,,,,,,
Package[7941],3:4:39:57,-43.19,2.94,10.2,-1.18,13.030992,101.25099,,,,,,,
Package[7943],3:4:39:58,-43.19,2.98,10.32,-0.94,13.030992,101.25099,,,,,,,
Package[7945],3:4:39:59,-43.13,2.43,10.2,-0.51,13.030992,101.25099,,,,,,,
Package[7947],3:4:40:1,-43.19,2.47,10.04,-1.22,13.031426,101.25061,,,,,,,
Package[7949],3:4:40:2,-43.19,3.18,9.77,-0.94,13.031426,101.25061,,,,,,,
Package[7951],3:4:40:4,-43.44,2.51,9.96,-0.35,13.031426,101.25061,,,,,,,
Package[7953],3:4:40:5,-43.56,2.79,10.04,-0.27,13.031426,101.25061,,,,,,,
Package[7955],3:4:40:6,-43.81,2.55,9.77,-0.63,13.031426,101.25061,,,,,,,
Package[7957],3:4:40:8,-43.94,2.24,8.12,-1.26,13.031944,101.24995,,,,,,,
Package[7959],3:4:40:9,-44.19,2.43,8.55,-0.98,13.031944,101.24995,,,,,,,
Package[7961],3:4:40:11,-44.25,2.04,6.47,-0.08,13.031944,101.24995,,,,,,,
Package[7963],3:4:40:12,-44.5,2,9.85,-0.47,13.031944,101.24995,,,,,,,
Package[7965],3:4:40:13,-44.56,2.86,9.69,-1.77,13.031944,101.24995,,,,,,,
Package[7967],3:4:40:15,-44.56,2.59,10.16,-0.98,13.03204,101.24931,,,,,,,
Package[7969],3:4:40:16,-44.63,2.43,10.08,-1.26,13.03204,101.24931,,,,,,,
Package[7971],3:4:40:18,-44.63,2.16,8.59,-0.24,13.03204,101.24931,,,,,,,
Package[7973],3:4:40:19,-44.63,2.63,8.24,-0.71,13.032039,101.24892,,,,,,,
Package[7975],3:4:40:21,-44.56,2.94,9.34,-0.98,13.032039,101.24892,,,,,,,
Package[7977],3:4:40:22,-44.44,2.43,10.24,-0.98,13.032039,101.24892,,,,,,,
Package[7979],3:4:40:23,-44.5,2.94,9.69,-0.82,13.032039,101.24892,,,,,,,
Package[7981],3:4:40:25,-44.44,2.98,9.61,-0.39,13.032143,101.24853,,,,,,,
Package[7983],3:4:40:26,-44.31,2.9,9.57,-0.43,13.032143,101.24853,,,,,,,
Package[7985],3:4:40:28,-44.38,2.59,9.73,-0.43,13.032143,101.24853,,,,,,,
Package[7987],3:4:40:29,-44.25,2.82,9.38,-1.02,13.032165,101.24812,,,,,,,
Package[7989],3:4:40:31,-44.25,2.82,9.3,-1.18,13.032102,101.24795,,,,,,,
Package[7991],3:4:40:32,-44.31,2.75,9.18,-0.63,13.032102,101.24795,,,,,,,
Package[7993],3:4:40:33,-44.31,2.55,8.79,-0.39,13.032102,101.24795,,,,,,,
Package[7995],3:4:40:35,-44.5,2.51,9.18,-1.14,13.031966,101.24768,,,,,,,
Package[7997],3:4:40:36,-44.63,2.63,9.3,-0.98,13.031966,101.24768,,,,,,,
Package[7999],3:4:40:38,-44.75,2.67,8.98,-0.59,13.031966,101.24768,,,,,,,
Package[8001],3:4:40:39,-45.06,2.28,8.12,-0.94,13.031966,101.24768,,,,,,,
Package[8003],3:4:40:41,-45.06,2.94,9.65,-0.71,13.031966,101.24768,,,,,,,
Package[8005],3:4:40:42,-45.13,2.82,10.08,-0.94,13.031505,101.24712,,,,,,,
Package[8007],3:4:40:43,-45.06,2.59,10.08,-0.94,13.031505,101.24712,,,,,,,
Package[8009],3:4:40:45,-45.06,2.63,9.3,-0.55,13.031505,101.24712,,,,,,,
Package[8011],3:4:40:46,-45.13,2.55,8.83,-0.35,13.031505,101.24712,,,,,,,
Package[8013],3:4:40:48,-44.94,1.1,10.12,0.31,13.031148,101.24684,,,,,,,
Package[8015],3:4:40:49,-44.88,2.79,9.3,-1.69,13.031148,101.24684,,,,,,,
Package[8017],3:4:40:50,-44.63,2.55,9.14,0.27,13.031148,101.24684,,,,,,,
Package[8019],3:4:40:52,-44.5,2.24,9.61,-0.75,13.030855,101.2465,,,,,,,
Package[8021],3:4:40:53,-44.63,2.98,8.59,-1.06,13.030855,101.2465,,,,,,,
Package[8023],3:4:40:55,-44.5,1.8,9.61,-1.33,13.030855,101.2465,,,,,,,
Package[8025],3:4:40:56,-44.38,3.06,9.92,-0.31,13.030554,101.24615,,,,,,,
Package[8027],3:4:40:58,-44.31,2.59,9.57,-1.53,13.030554,101.24615,,,,,,,
Package[8029],3:4:40:59,-44.19,2.47,8.63,-1.1,13.030554,101.24615,,,,,,,
Package[8031],3:4:41:0,-44.25,2.63,10.08,-1.06,13.030554,101.24615,,,,,,,
Package[8033],3:4:41:2,-44,3.18,9.96,-0.94,13.030554,101.24615,,,,,,,
Package[8037],3:4:41:5,-43.81,3.02,9.22,-0.35,13.030554,101.24615,,,,,,,
Package[8039],3:4:41:6,-43.88,2.82,9.26,-0.59,13.030554,101.24615,,,,,,,
Package[8041],3:4:41:7,-43.75,2.67,9.26,-0.39,13.030554,101.24615,,,,,,,
Package[8043],3:4:41:9,-43.69,2.51,10.08,-0.39,13.029837,101.2452,,,,,,,
Package[8045],3:4:41:10,-43.75,2.59,10,-1.06,13.029837,101.2452,,,,,,,
Package[8047],3:4:41:12,-43.63,2.47,9.53,0,13.029837,101.2452,,,,,,,
Package[8049],3:4:41:13,-43.69,2.04,8.39,-1.02,13.029397,101.24483,,,,,,,
Package[8051],3:4:41:15,-43.63,2.35,8.43,-1.1,13.029397,101.24483,,,,,,,
Package[8057],3:4:41:19,-43.38,2.63,9.77,-1.18,13.028913,101.24447,,,,,,,
Package[8059],3:4:41:20,-43.44,2.47,8.59,-0.98,13.028913,101.24447,,,,,,,
Package[8061],3:4:41:22,-43.5,2.28,9.49,-0.75,13.028913,101.24447,,,,,,,
Package[8063],3:4:41:23,-43.56,2.55,9.69,-0.59,13.028913,101.24447,,,,,,,
Package[8065],3:4:41:25,-43.44,2.63,9.49,-1.53,13.028913,101.24447,,,,,,,
Package[8067],3:4:41:26,-43.69,2.47,9.45,-0.08,13.028913,1Package[8069],3:4:41:27,-43.5,2.55,8.63,-1.1,13.028913,101.24447
Package[8071],3:4:41:29,-43.56,2.28,9.02,-0.82,13.028913,101.24447,,,,,,,
Package[8073],3:4:41:30,-43.5,3.06,9.02,-0.71,13.028913,101.24447,,,,,,,
Package[8075],3:4:41:32,-43.31,2.43,10.04,-1.14,13.028913,101.24447,,,,,,,
Package[8077],3:4:41:33,-43.25,3.1,10.04,-0.67,13.028913,101.24447,,,,,,,
Package[8079],3:4:41:34,-43.31,2.67,9.34,-1.33,13.028913,101.24447,,,,,,,
Package[8081],3:4:41:36,-43.25,2.2,9.49,-1.14,13.027626,101.243,,,,,,,
Package[8083],3:4:41:37,-43.13,2.12,10.08,0.04,13.027474,101.24283,,,,,,,
Package[8085],3:4:41:39,-43.13,3.22,9.77,-1.26,13.027474,101.24283,,,,,,,
Package[8087],3:4:41:40,-43.13,2.43,8.79,-0.35,13.02716,101.2425,,,,,,,
Package[8091],3:4:41:43,-43.31,2.59,8.79,-0.86,13.02694,101.24226,,,,,,,
Package[8093],3:4:41:44,-43.31,2.39,9.45,-1.06,13.02694,101.24226,,,,,,,
Package[8095],3:4:41:46,-43.25,2.51,10.32,-0.39,13.02694,101.24226,,,,,,,
